treated1fb	treated2fb	treated3fb	untreated1fb	untreated2fb	untreated3fb	untreated4fb
FBgn0051939	0	0	0	0	0	0	0
FBgn0051940	0	0	0	0	1	0	0
FBgn0051942	0	0	0	0	0	0	0
FBgn0051943	0	0	0	0	0	0	0
FBgn0051944	0	0	0	0	0	0	0
FBgn0051946	0	0	0	0	0	1	0
FBgn0051948	0	0	0	0	0	0	0
FBgn0051949	1	0	0	0	0	0	0
FBgn0051950	130	140	88	110	127	65	86
FBgn0051952	0	1	0	0	1	2	0
FBgn0051953	0	4	4	0	0	0	5
FBgn0051954	0	0	0	0	1	0	0
FBgn0051955	625	319	259	617	1063	332	335
FBgn0051956	2	3	0	2	4	2	4
FBgn0051957	192	103	116	168	249	87	102
FBgn0051958	0	0	0	0	0	0	0
FBgn0051959	3	0	0	0	1	0	0
FBgn0051960	0	1	0	0	0	0	0
FBgn0051961	489	401	287	361	672	225	275
FBgn0051963	0	0	0	0	0	0	0
FBgn0051971	1	0	0	0	1	0	0
FBgn0051973	74	62	63	61	95	55	45
FBgn0051974	79	67	37	56	60	35	35
FBgn0051975+FBgn0051976	129	89	90	30	142	71	89
FBgn0051988	3	0	1	0	1	0	0
FBgn0051989	563	625	491	746	761	431	509
FBgn0051992	8443	5973	4499	6459	9739	4084	3995
FBgn0051997	1332	677	658	974	1301	705	669
FBgn0051998	2216	1145	702	1739	2450	726	620
FBgn0051999	2578	1284	1172	2309	2935	1250	1172
FBgn0052000	4994	2070	1352	4635	4946	1674	1527
FBgn0052006	8	0	2	5	6	1	4
FBgn0052009	8	2	2	6	3	2	1
FBgn0052010	1	3	0	1	1	0	1
FBgn0052011	2	21	30	0	0	44	36
FBgn0052016	2503	1121	849	1943	2932	925	851
FBgn0052017	1164	302	251	789	753	303	214
FBgn0052021	745	670	628	474	610	371	340
FBgn0052022	418	359	288	322	420	141	218
FBgn0052023	0	0	0	0	0	0	0
FBgn0052024	31	17	15	6	8	9	8
FBgn0052026	192	103	68	59	198	85	40
FBgn0052027	185	152	134	151	209	104	94
FBgn0052029	0	0	0	2	1	0	0
FBgn0052034	0	0	0	0	0	0	0
FBgn0052036	45	32	20	44	39	17	16
FBgn0052037	147	133	183	179	231	117	101
FBgn0052038	386	291	317	403	553	194	230
FBgn0052039	249	101	136	167	178	99	126
FBgn0052040	15	12	11	16	23	8	13
FBgn0052043	191	202	169	124	232	124	118
FBgn0052050	1	0	0	0	0	0	1
FBgn0052053	1	0	0	0	0	0	0
FBgn0052054	0	2	0	1	0	0	0
FBgn0052055	8	2	0	2	2	2	0
FBgn0052056	1751	1672	1652	1540	1451	821	983
FBgn0052057	0	0	0	0	0	0	0
FBgn0052058	20	5	7	11	35	14	11
FBgn0052060	40	29	18	12	65	25	21
FBgn0052061	0	0	0	1	1	0	0
FBgn0052062	537	498	404	362	742	402	414
FBgn0052064	3	0	3	2	3	2	1
FBgn0052065	13	9	4	2	17	6	10
FBgn0052066	3418	2758	2561	3223	4438	2265	2250
FBgn0052068	921	544	678	1032	1630	555	678
FBgn0052069	162	117	163	137	237	70	98
FBgn0052071	2	1	2	1	0	2	3
FBgn0052073	0	0	0	0	0	0	0
FBgn0052074	0	0	0	0	0	0	0
FBgn0052075	347	219	208	288	431	172	149
FBgn0052076	458	558	405	533	516	308	374
FBgn0052079	0	0	0	0	0	0	0
FBgn0052081	0	0	0	0	0	0	0
FBgn0052082	46	30	23	21	51	21	33
FBgn0052085	11	3	11	3	7	1	4
FBgn0052086	0	0	0	0	0	0	0
FBgn0052087	2	0	0	0	0	0	0
FBgn0052088	145	86	64	168	85	52	41
FBgn0052091	61	54	45	36	71	42	32
FBgn0052093	0	0	0	0	0	0	0
FBgn0052095	278	264	163	251	310	140	177
FBgn0052099	221	137	96	179	239	91	107
FBgn0052100	148	178	132	124	223	89	112
FBgn0052102	0	0	0	0	0	0	0
FBgn0052103	2649	2511	2193	2116	3522	2125	2011
FBgn0052104	282	267	193	282	303	195	156
FBgn0052105	0	0	0	0	0	1	0
FBgn0052106	1	0	0	1	3	0	0
FBgn0052107	0	0	0	0	0	0	0
FBgn0052109	358	157	159	242	284	102	122
FBgn0052110	4	5	5	2	6	5	6
FBgn0052111	0	0	0	0	0	0	0
FBgn0052112	169	120	123	156	261	123	130
FBgn0052113	1459	893	569	1285	1568	716	590
FBgn0052115	993	344	219	478	704	194	215
FBgn0052117	3	2	2	2	6	0	2
FBgn0052118	0	0	0	0	0	0	0
FBgn0052119	1	0	2	1	4	1	0
FBgn0052121	1	3	1	1	0	0	2
FBgn0052123	0	0	0	0	0	0	0
FBgn0052126	0	0	0	0	0	0	0
FBgn0052127	0	0	0	0	0	0	0
FBgn0052128	0	0	0	0	0	0	0
FBgn0052129	0	0	0	0	0	0	0
FBgn0052132	13	30	19	12	11	37	19
FBgn0052133	1927	2154	1457	2305	3222	1610	1489
FBgn0052135	620	395	241	192	250	86	89
FBgn0052137	3	2	4	6	8	1	5
FBgn0052138	15248	15148	12423	11784	17882	11470	10017
FBgn0052141	0	0	0	0	0	0	0
FBgn0052150	0	0	0	0	2	0	0
FBgn0052152	39	20	18	9	53	16	14
FBgn0052153	0	0	0	0	0	0	0
FBgn0052154	6	0	3	4	2	2	1
FBgn0052155	171	76	100	75	131	62	65
FBgn0052159	9	9	6	4	13	6	6
FBgn0052160	0	0	0	0	0	0	1
FBgn0052161	2	3	0	0	0	0	0
FBgn0052170	58	81	45	67	97	68	62
FBgn0052173	0	0	0	0	0	0	0
FBgn0052176	490	307	250	254	658	213	227
FBgn0052179+FBgn0052177	817	614	497	762	1039	435	520
FBgn0052181	90	31	41	78	64	34	27
FBgn0052182	41	38	31	60	37	24	23
FBgn0052183	1	2	2	3	1	2	2
FBgn0052185	45	40	30	13	28	10	7
FBgn0052186	9	6	4	3	7	6	1
FBgn0052187	3	2	1	0	1	1	1
FBgn0052188	0	0	2	0	0	0	0
FBgn0052189	0	0	0	0	0	0	0
FBgn0052190	4882	5630	4654	4267	7503	3378	3880
FBgn0052191	0	0	1	0	0	0	1
FBgn0052192	17	3	1	2	7	5	2
FBgn0052193	7	6	1	2	7	9	6
FBgn0052196	27	21	28	26	24	16	11
FBgn0052198	0	0	0	0	0	0	0
FBgn0052199	0	0	0	1	0	0	0
FBgn0052200	1	0	0	0	1	0	0
FBgn0052201	0	0	0	0	1	0	0
FBgn0052202	106	85	61	101	219	65	65
FBgn0052203	0	0	0	0	0	0	0
FBgn0052204	0	1	0	0	0	0	0
FBgn0052205	6	0	0	0	3	0	0
FBgn0052206	228	58	36	119	172	48	43
FBgn0052207	75	88	101	48	83	74	85
FBgn0052208	0	0	0	0	0	0	0
FBgn0052210	1779	1223	866	1561	1991	893	916
FBgn0052212	0	0	1	0	0	0	0
FBgn0052213	0	0	0	0	0	0	0
FBgn0052214	0	0	0	1	0	0	0
FBgn0052219	2	1	3	4	9	3	0
FBgn0052220	0	0	0	0	0	0	0
FBgn0052221	190	215	169	211	222	114	139
FBgn0052225	3	0	3	7	5	3	8
FBgn0052226	599	710	509	620	701	417	430
FBgn0052227	18	25	12	15	15	7	7
FBgn0052228	1	0	0	0	1	0	0
FBgn0052230	1418	633	744	1365	1683	633	740
FBgn0052232	0	0	0	0	0	0	0
FBgn0052237	0	0	2	0	1	0	0
FBgn0052238	1	0	0	0	1	0	0
FBgn0052240	1	0	0	2	0	0	0
FBgn0052241	0	0	0	0	0	0	1
FBgn0052243	1536	660	557	1135	1208	457	520
FBgn0052246	2	2	2	0	2	2	0
FBgn0052248	0	0	0	0	0	0	0
FBgn0052249	0	0	0	0	0	0	0
FBgn0052250	220	333	204	232	275	162	186
FBgn0052251	1487	1013	895	1063	2481	1093	982
FBgn0052252	6	3	2	7	6	2	0
FBgn0052255	0	2	2	0	3	2	1
FBgn0052259	2	0	0	1	0	1	0
FBgn0052260	5	5	6	2	4	3	3
FBgn0052262	139	141	103	118	161	56	96
FBgn0052263	0	0	0	2	0	0	1
FBgn0052264	970	1191	1134	954	1533	1139	926
FBgn0052266	1	0	1	0	0	0	0
FBgn0052267	661	219	120	458	466	140	144
FBgn0052268	20	12	8	23	19	8	10
FBgn0052269+FBgn0052270	7	17	3	4	7	4	8
FBgn0052271	16	29	19	19	22	12	12
FBgn0052272	0	0	0	0	0	0	0
FBgn0052273	1	0	0	1	0	1	0
FBgn0052274	1	0	1	0	0	0	0
FBgn0052277	3	6	2	3	4	3	1
FBgn0052278	412	308	259	438	712	210	266
FBgn0052279	0	0	0	0	0	0	1
FBgn0052280	699	430	450	372	438	252	304
FBgn0052281	247	185	117	207	278	92	128
FBgn0052282	0	1	0	0	0	0	0
FBgn0052283	0	0	0	0	1	0	0
FBgn0052284	7	1	5	0	4	2	1
FBgn0052285	0	0	0	0	0	0	0
FBgn0052286	0	0	0	0	0	0	0
FBgn0052287	0	0	0	0	0	0	0
FBgn0052288	0	0	0	0	0	0	0
FBgn0052289	0	0	0	0	0	0	0
FBgn0052296	735	933	713	582	1038	608	486
FBgn0052298+FBgn0052299	47	11	19	12	18	9	16
FBgn0052301	6	8	3	4	7	8	7
FBgn0052302	5	7	10	14	11	6	6
FBgn0052303	0	1	0	0	0	0	0
FBgn0052304	1	0	0	0	0	0	0
FBgn0052305	2	2	0	1	1	0	1
FBgn0052311	1430	1559	1020	1528	2901	1583	1337
FBgn0052312	0	0	0	0	0	0	0
FBgn0052313	16	1	3	27	29	21	17
FBgn0052318	0	29	0	0	0	22	18
FBgn0052319	4	0	0	0	3	1	0
FBgn0052320+FBgn0011854	0	0	0	0	1	0	0
FBgn0052324	0	0	0	0	0	0	0
FBgn0052328	0	0	0	0	0	0	0
FBgn0052329	0	0	0	0	0	0	0
FBgn0052330	0	0	1	0	0	0	0
FBgn0052333	0	2	1	1	1	1	0
FBgn0052334	4	3	0	1	1	1	0
FBgn0052343	611	640	629	633	734	387	462
FBgn0052344	1609	1492	1157	1477	2399	962	1071
FBgn0052350	514	165	111	347	407	111	126
FBgn0052351	6	7	3	0	8	3	3
FBgn0052352	34	33	18	37	36	25	20
FBgn0052353	19	17	15	10	22	9	6
FBgn0052354	13	32	12	18	22	13	9
FBgn0052355	12	20	5	5	8	6	5
FBgn0052357	0	0	0	0	0	0	0
FBgn0052358	0	0	0	0	0	0	0
FBgn0052359	0	0	0	0	0	0	0
FBgn0052360	0	0	0	0	0	0	0
FBgn0052361	0	0	0	0	0	0	0
FBgn0052362	0	0	0	0	0	1	0
FBgn0052363	0	0	0	0	0	0	0
FBgn0052364	713	503	444	597	721	327	393
FBgn0052365	9	8	6	4	17	7	8
FBgn0052368	877	441	225	235	897	178	199
FBgn0052369	2426	2841	2304	1739	3385	2016	1807
FBgn0052370	1	0	0	0	0	0	1
FBgn0052371	0	0	0	0	0	0	0
FBgn0052372	15	16	19	11	22	8	6
FBgn0052373	0	2	0	0	0	0	0
FBgn0052374	0	0	0	0	1	1	0
FBgn0052376	0	0	0	0	0	0	0
FBgn0052377	1	0	0	0	2	0	1
FBgn0052379	0	2	0	0	0	0	0
FBgn0052380	1482	1460	1025	1345	1647	768	903
FBgn0052382	10	4	5	1	6	3	1
FBgn0052383	3	1	0	1	5	2	2
FBgn0052391	0	0	0	0	0	0	0
FBgn0052392	0	0	0	1	0	0	0
FBgn0052393	597	688	522	561	812	474	382
FBgn0052394	3290	3544	2451	2654	5426	2570	2280
FBgn0052396	2	5	0	2	0	0	1
FBgn0052397	49	44	23	16	35	28	12
FBgn0052398	0	0	0	0	0	0	0
FBgn0052404	0	0	0	2	0	0	3
FBgn0052405	1	0	1	1	2	1	0
FBgn0052406	1	0	0	0	0	0	0
FBgn0052407	91	61	64	366	529	229	242
FBgn0052409	787	849	874	869	1179	643	819
FBgn0052412	1122	1161	1170	1955	2280	1362	1531
FBgn0052413	0	0	0	0	0	0	0
FBgn0052418	294	264	192	231	506	170	198
FBgn0052420	0	0	0	0	0	0	0
FBgn0052421	0	0	0	0	0	0	0
FBgn0052423	6044	3529	3534	4314	10287	3869	3187
FBgn0052425	1209	1111	863	946	1574	713	807
FBgn0052428	361	315	263	353	550	236	276
FBgn0052432	2	2	1	0	1	0	2
FBgn0052436	650	634	417	491	452	287	230
FBgn0052437	9	7	2	3	12	2	2
FBgn0052438	1589	1101	872	1300	1860	920	869
FBgn0052440	4	3	1	3	4	1	4
FBgn0052441	1116	1089	939	1076	1184	622	806
FBgn0052442	121	58	67	76	135	44	55
FBgn0052445	6	7	8	6	13	5	6
FBgn0052446	211	193	181	162	155	142	130
FBgn0052447	3	0	2	2	6	3	2
FBgn0052448	98	96	88	96	158	40	36
FBgn0052449	0	0	0	0	0	0	0
FBgn0052450	1	2	0	0	2	4	0
FBgn0052451	1569	1585	1109	1448	2144	926	1024
FBgn0052452	377	243	202	219	487	138	174
FBgn0052453	0	0	0	0	0	0	0
FBgn0052456	0	0	0	0	0	0	0
FBgn0052457	26	11	8	10	18	1	5
FBgn0052458	190	116	70	169	273	79	67
FBgn0052459	1	0	0	4	0	1	1
FBgn0052460	0	0	0	0	0	0	0
FBgn0052461	6	3	6	6	8	5	6
FBgn0052462	3	2	5	2	9	6	2
FBgn0052463	1	1	0	0	0	1	0
FBgn0052468	0	0	0	0	0	0	0
FBgn0052473	713	684	608	670	856	492	505
FBgn0052475	0	0	0	0	0	0	0
FBgn0052476	33	13	12	17	19	5	6
FBgn0052477+FBgn0260457+FBgn0053229	28232	21671	15697	20749	33605	15206	14266
FBgn0052479	8061	8074	6322	6718	11202	6007	5221
FBgn0052480	24	9	11	21	18	12	7
FBgn0052481	9	2	3	4	19	5	4
FBgn0052482	3	4	0	1	8	1	2
FBgn0052483	54	60	52	37	88	32	51
FBgn0052484	916	1187	804	989	1319	734	767
FBgn0052485	182	204	203	243	328	179	196
FBgn0052486	2844	2209	1991	1761	2931	1472	1538
FBgn0052487	0	0	0	0	0	0	0
FBgn0052488	0	0	0	0	0	0	0
FBgn0052493	1	0	0	0	1	0	1
FBgn0052494	0	0	0	0	1	0	1
FBgn0052495	0	54	110	0	0	160	104
FBgn0052496	2	0	0	2	0	0	0
FBgn0052499	18	16	12	4	25	14	9
FBgn0052500	0	0	0	0	0	0	0
FBgn0052506	5	5	4	2	3	0	1
FBgn0052511	2	1	0	1	1	1	2
FBgn0052512	1018	998	800	660	1652	749	771
FBgn0052518	2	0	1	1	2	0	0
FBgn0052520	0	0	0	0	0	0	0
FBgn0052521	1667	2257	1972	2776	4826	3249	3095
FBgn0052523	0	2	2	0	2	2	1
FBgn0052525	0	0	0	0	0	0	0
FBgn0052528	2141	2407	1905	2276	2402	1330	1498
FBgn0052529	9886	11160	8600	10888	17152	9241	8747
FBgn0052532	50	57	43	35	53	30	25
FBgn0052533	145	243	179	150	185	105	111
FBgn0052537+FBgn0052536	380	474	390	357	494	353	393
FBgn0052541+FBgn0260232	14	17	12	6	51	29	25
FBgn0052544	3	3	3	2	8	2	0
FBgn0052546	0	0	0	0	0	0	0
FBgn0052547	4	2	4	3	3	3	4
FBgn0052548	2	0	1	0	1	0	1
FBgn0052549	3137	3050	2814	3625	4132	2244	2246
FBgn0052551	0	0	0	0	0	0	0
FBgn0052554	100	87	61	72	92	33	51
FBgn0052556	58	40	41	22	55	27	31
FBgn0052557	21	58	37	45	42	34	20
FBgn0052563	0	0	0	0	0	0	0
FBgn0052564	0	0	0	0	0	1	0
FBgn0052568	0	0	0	0	0	0	0
FBgn0052569	0	0	0	0	0	0	1
FBgn0052570	0	0	0	0	0	1	0
FBgn0052571	0	0	0	0	0	2	0
FBgn0052572	49	52	54	22	69	30	33
FBgn0052574	0	0	0	0	0	0	0
FBgn0052576	658	232	360	548	539	336	320
FBgn0052579	339	377	375	386	393	263	356
FBgn0052580	742	303	124	416	589	220	155
FBgn0052581	3	100	54	0	2	131	69
FBgn0052582	151	77	94	119	143	49	90
FBgn0052588	0	0	0	0	0	0	0
FBgn0052590	156	87	80	81	154	114	95
FBgn0052591	2	2	1	2	3	0	2
FBgn0052594	3626	3209	2516	4016	4577	2133	2273
FBgn0052595	301	177	158	225	352	131	141
FBgn0052598	1	0	1	0	0	0	0
FBgn0052600	1	10	2	0	4	0	2
FBgn0052601	0	2	0	3	0	0	0
FBgn0052602	1	0	0	4	0	2	1
FBgn0052603	0	2	0	0	1	1	1
FBgn0052606	3	14	6	2	10	3	13
FBgn0052614	0	0	0	0	0	0	0
FBgn0052625	436	280	253	92	149	55	108
FBgn0052626	2606	2796	2636	3478	3640	1987	2512
FBgn0052627	191	148	110	142	197	120	111
FBgn0052628	90	89	75	66	117	59	60
FBgn0052631	0	0	0	1	0	0	0
FBgn0052633	0	0	0	1	1	0	0
FBgn0052635	3	0	1	0	1	1	0
FBgn0052639	23	9	19	8	34	19	8
FBgn0052640	12	38	42	10	16	15	36
FBgn0052641	39	54	39	28	34	26	37
FBgn0052642	0	0	0	0	0	0	0
FBgn0052643	0	0	0	0	1	0	1
FBgn0052644	0	0	0	0	1	0	0
FBgn0052645	7	0	6	3	12	4	4
FBgn0052647	4	8	12	10	6	1	2
FBgn0052649	868	910	692	752	978	531	625
FBgn0052650	43	84	59	49	65	33	57
FBgn0052651	0	0	0	0	0	0	0
FBgn0052652	0	0	0	0	0	0	0
FBgn0052654	2726	3169	2412	2831	3825	2274	2190
FBgn0052655	36	7	3	1	16	6	7
FBgn0052656	2	3	3	2	4	5	1
FBgn0052657	0	0	0	0	0	0	0
FBgn0052660	6	0	0	0	5	0	0
FBgn0052662	2078	1592	1148	739	2812	1143	1072
FBgn0052663	1765	2450	2068	1424	2907	2221	2002
FBgn0052666	2595	2757	2377	2293	3078	1761	1736
FBgn0052667	5	7	8	3	7	6	2
FBgn0052668	22	20	22	17	22	11	20
FBgn0052669	20	26	10	20	27	15	13
FBgn0052670	0	0	0	0	0	0	0
FBgn0052671	0	0	0	0	0	0	0
FBgn0052672	3946	2261	2565	3145	5744	1873	2430
FBgn0052673	0	0	0	0	0	0	0
FBgn0052675	3179	3620	3114	2729	4587	2435	2484
FBgn0052676	2150	2851	1859	1482	2688	1430	1402
FBgn0052677	71	113	73	21	37	25	25
FBgn0052679	1	4	2	0	1	0	1
FBgn0052681	137	114	81	182	311	137	166
FBgn0052683	0	0	0	0	0	1	0
FBgn0052685	3723	3473	2626	2776	5677	2578	2503
FBgn0052686	31	32	24	40	41	26	22
FBgn0052687	308	330	255	388	610	289	334
FBgn0052690	4	0	0	0	1	1	1
FBgn0052691	0	0	0	0	0	0	0
FBgn0052693	1	0	0	0	1	0	0
FBgn0052694	4	0	0	1	3	0	0
FBgn0052695	1	0	1	0	1	0	1
FBgn0052698	5	4	4	2	4	1	8
FBgn0052699	2216	1842	1670	1831	2355	1183	1268
FBgn0052700	135	12	13	45	9	4	6
FBgn0052702	885	983	704	723	1054	544	536
FBgn0052703	10	10	6	11	16	7	7
FBgn0052704	0	4	3	1	4	1	3
FBgn0052706	2	2	0	1	0	0	0
FBgn0052707	326	385	310	304	407	238	206
FBgn0052708	164	196	160	208	291	103	159
FBgn0052710	0	1	0	0	0	0	1
FBgn0052711	155	72	71	92	155	51	65
FBgn0052712	5	7	2	3	7	0	2
FBgn0052713	2	1	1	3	0	2	2
FBgn0052718	0	0	0	0	0	0	0
FBgn0052719	86	26	31	68	184	65	37
FBgn0052720	14	5	4	6	23	7	6
FBgn0052726	4	1	1	1	4	4	1
FBgn0052727	1	0	0	0	2	0	0
FBgn0052732	408	463	349	343	551	250	257
FBgn0052733	0	2	0	0	0	0	0
FBgn0052736+FBgn0259204	126	83	76	61	233	61	82
FBgn0052740	0	0	0	0	0	0	0
FBgn0052743	3359	4588	3033	3796	4378	2819	2585
FBgn0052745	7	17	16	9	7	19	7
FBgn0052748	0	0	0	0	0	0	0
FBgn0052750	0	0	0	0	1	0	0
FBgn0052751	0	0	0	0	0	0	0
FBgn0052755	0	1	1	1	0	3	6
FBgn0052756	124	63	76	95	103	71	42
FBgn0052758	2783	2561	2083	2456	3742	1869	1821
FBgn0052761	0	0	0	0	0	0	0
FBgn0052762	0	0	0	1	0	0	0
FBgn0052767	2353	2320	1774	1599	3203	1692	1522
FBgn0052772	547	588	510	467	993	491	503
FBgn0052773	5	0	1	1	2	1	0
FBgn0052774	7	8	8	2	4	4	5
FBgn0052778	1	12	5	1	2	2	2
FBgn0052783	10	12	5	7	7	7	6
FBgn0052785	0	0	0	0	0	0	0
FBgn0052786	0	0	0	0	0	0	0
FBgn0052790	4	0	0	0	2	1	0
FBgn0052791	134	84	69	67	150	83	57
FBgn0052792	9	4	3	8	12	5	6
FBgn0052793	5	9	4	6	11	3	3
FBgn0052797	1	0	1	0	0	0	0
FBgn0052801	41	59	43	26	55	27	32
FBgn0052803	570	487	647	397	484	298	409
FBgn0052806	1	0	0	0	0	2	0
FBgn0052808	32	30	30	21	36	29	24
FBgn0052813	116	159	131	203	280	154	163
FBgn0052815	9	5	5	6	15	5	10
FBgn0052816	12	12	4	12	10	6	1
FBgn0052817	0	9	3	4	4	0	2
FBgn0052819	0	0	0	0	0	0	0
FBgn0052820	0	0	0	0	0	0	0
FBgn0052821	0	0	0	0	0	0	0
FBgn0052823	76	84	55	49	90	60	38
FBgn0052826	0	0	1	0	0	0	0
FBgn0052829	6	5	8	10	23	4	5
FBgn0052830	0	0	0	0	1	0	1
FBgn0052832	0	0	0	0	0	0	1
FBgn0052834+FBgn0052833	2	2	2	1	0	0	1
FBgn0052835	0	0	0	0	0	0	0
FBgn0052843	1	2	2	0	0	0	0
FBgn0052845	14	13	10	3	7	3	1
FBgn0052846	0	0	0	0	0	0	0
FBgn0052847	4	0	0	3	2	1	0
FBgn0052850	445	350	283	352	356	231	198
FBgn0052855	1	0	1	2	3	5	0
FBgn0052856	176	87	91	97	171	37	50
FBgn0052857	0	0	0	0	0	0	0
FBgn0052861	0	0	0	0	0	0	0
FBgn0052865	8	1	8	7	24	4	4
FBgn0052937	0	0	0	0	1	0	0
FBgn0052939	0	42	0	0	0	78	64
FBgn0052944	30	39	15	34	33	19	17
FBgn0052945	1	0	0	0	0	1	0
FBgn0052971	15	6	5	4	5	1	2
FBgn0052982	2090	1942	1853	1154	2364	1264	1253
FBgn0052983	1	0	0	0	0	0	0
FBgn0052984	185	125	77	115	205	94	99
FBgn0052985	193	89	61	46	95	46	40
FBgn0052986	0	0	0	0	0	0	1
FBgn0052987	0	0	1	0	0	0	0
FBgn0052988	0	0	0	0	0	0	0
FBgn0053002	396	389	521	398	432	288	381
FBgn0053003	2	2	2	0	1	1	1
FBgn0053007	80	97	66	147	191	104	95
FBgn0053012	4	2	3	5	5	2	2
FBgn0053013	1	0	0	0	1	0	0
FBgn0053017	10	9	9	11	21	5	6
FBgn0053051	205	121	123	132	225	87	93
FBgn0053054+FBgn0053056	510	467	472	662	683	471	490
FBgn0053057+FBgn0035889	840	695	545	698	1026	428	483
FBgn0053060	0	0	1	0	0	0	0
FBgn0053061	0	0	0	0	1	1	0
FBgn0053080	54	64	55	52	93	50	53
FBgn0053082+FBgn0014903	78	63	43	79	94	47	49
FBgn0053087	6322	7272	4675	5363	7797	4670	4275
FBgn0053092	5	2	2	1	4	3	3
FBgn0053093	0	0	0	0	0	0	0
FBgn0053094	1972	1781	1728	2333	2849	1707	1786
FBgn0053095+FBgn0053096	2055	1379	1110	1292	2049	850	736
FBgn0053097	1123	1158	928	1020	1854	913	952
FBgn0053098	0	0	0	0	0	0	0
FBgn0053099	17	6	12	9	11	1	8
FBgn0053100	800	430	382	446	846	391	327
FBgn0053105	161	798	759	209	156	556	470
FBgn0053107	278	224	216	231	319	166	219
FBgn0053109	4	0	1	2	2	1	1
FBgn0053110	1	0	0	2	0	0	0
FBgn0053113	4472	3618	3294	4181	5976	3033	3112
FBgn0053116	1390	1010	969	1251	1332	644	765
FBgn0053117	0	0	0	1	0	0	0
FBgn0053120	60	54	33	49	70	17	26
FBgn0053121	4	4	0	2	6	3	2
FBgn0053123	3299	3103	2281	3353	4085	1935	2104
FBgn0053124	58	60	36	58	58	30	42
FBgn0053125	0	0	0	0	0	0	0
FBgn0053126	3	3	5	9	4	6	13
FBgn0053127	11	13	11	9	9	7	2
FBgn0053128	3	1	0	3	0	0	1
FBgn0053129	4555	3716	2908	3943	4739	2529	2729
FBgn0053136	0	2	0	0	2	1	0
FBgn0053137	20	13	8	6	14	2	2
FBgn0053138	2035	2644	1989	1565	1735	1077	1278
FBgn0053139	1232	1614	1238	1293	1579	919	1042
FBgn0053140	0	0	0	0	0	1	0
FBgn0053143	8	3	5	1	4	4	4
FBgn0053144	1539	1979	1607	1238	1618	1180	1070
FBgn0053145	669	540	377	539	733	305	330
FBgn0053147	7	2	2	0	3	0	0
FBgn0053158	868	821	536	701	932	451	504
FBgn0053159	39	46	17	36	36	19	15
FBgn0053160	8	6	4	1	6	3	1
FBgn0053169	84	64	31	28	74	16	35
FBgn0053170	624	227	249	439	706	151	127
FBgn0053172	196	126	83	176	202	79	107
FBgn0053173	73	69	62	92	91	51	64
FBgn0053177	6	8	9	4	19	11	4
FBgn0053178	22	14	12	13	27	12	16
FBgn0053179	0	0	0	0	0	0	0
FBgn0053180	1467	1091	844	1457	1588	762	894
FBgn0053181	317	314	288	314	659	369	338
FBgn0053182+FBgn0028991+FBgn0033802	2391	2419	1735	1917	3122	1626	1466
FBgn0053189	8	4	2	4	8	6	3
FBgn0053192	1	2	2	3	1	0	2
FBgn0053193	421	510	443	277	418	226	234
FBgn0053194	0	2	0	3	2	0	0
FBgn0053196	67	97	45	32	63	47	37
FBgn0053197	2969	1929	1380	1276	3083	1203	979
FBgn0053198	327	155	159	241	341	189	168
FBgn0053199+FBgn0033356	2122	1724	1489	1995	3025	1279	1569
FBgn0053200	2	0	3	2	0	0	0
FBgn0053202	0	0	0	0	1	0	0
FBgn0053203	20	16	7	15	27	11	7
FBgn0053205	1	4	1	1	3	0	3
FBgn0053207	688	785	602	586	1150	552	549
FBgn0053208	2552	3011	2153	2197	3748	2021	1850
FBgn0053213	219	253	156	228	286	120	150
FBgn0053214	3403	3861	2690	3463	4163	2335	2490
FBgn0053217	244	67	57	175	74	41	57
FBgn0053218	2	0	4	7	5	9	3
FBgn0053221	3	6	1	1	1	1	2
FBgn0053223	4	5	4	3	2	3	1
FBgn0053225	66	39	58	83	90	56	57
FBgn0053233	8	0	0	2	6	0	0
FBgn0053234	10	1	0	5	3	1	0
FBgn0053236	0	0	0	0	0	0	0
FBgn0053237	0	0	0	0	0	0	0
FBgn0053238	0	0	0	0	0	0	0
FBgn0053239	0	0	0	0	0	0	0
FBgn0053240	0	0	0	0	0	0	0
FBgn0053241	0	0	0	0	0	0	0
FBgn0053242	0	0	0	0	0	0	0
FBgn0053243	0	0	0	0	0	0	0
FBgn0053244	0	0	0	0	0	0	0
FBgn0053245	0	0	0	0	0	0	0
FBgn0053246	0	0	0	0	0	0	0
FBgn0053247	0	0	0	0	0	0	0
FBgn0053251	0	0	0	0	0	0	0
FBgn0053252	0	0	0	2	0	0	0
FBgn0053255	0	0	0	0	0	0	0
FBgn0053257	2	3	0	1	1	0	0
FBgn0053258	2	0	1	1	2	2	0
FBgn0053260+FBgn0260233+FBgn0013263	2585	2680	2416	2356	3842	1950	1924
FBgn0053262	0	0	0	0	0	0	0
FBgn0053263	0	0	0	0	0	0	0
FBgn0053265	0	0	0	0	0	0	0
FBgn0053267	9	15	19	22	29	16	14
FBgn0053269	0	0	0	0	0	0	0
FBgn0053270	0	0	0	0	1	0	0
FBgn0053271	0	0	0	0	0	0	0
FBgn0053272	0	0	0	0	0	0	0
FBgn0053276	133	60	59	110	181	84	56
FBgn0053278	11	15	7	2	7	3	9
FBgn0053281	0	5	1	0	0	1	0
FBgn0053282	0	0	0	0	0	0	0
FBgn0053283	1	0	0	0	1	0	0
FBgn0053284	0	0	0	0	0	0	0
